state,county,current_votes,total_votes,percent
Nebraska,Lincoln County,17107,18067,95
Nebraska,Logan County,450,507,89
Nebraska,Loup County,454,431,95
Nebraska,McPherson County,302,301,99
Nebraska,Madison County,15765,15924,95
Nebraska,Merrick County,4282,4243,95
Nebraska,Morrill County,2558,2474,95
Nebraska,Nance County,1828,1816,95
Nebraska,Nemaha County,3423,3585,95
Nebraska,Nuckolls County,2303,2470,93
Nebraska,Otoe County,8315,8306,99
Nebraska,Pawnee County,1429,1497,95
Nebraska,Perkins County,1544,1630,95
Nebraska,Phelps County,5009,5258,95
Nebraska,Pierce County,4006,4066,95
Nebraska,Platte County,15673,16165,95
Nebraska,Polk County,2879,2892,95
Nebraska,Red Willow County,5452,5790,94
Nebraska,Richardson County,4126,4262,95
Nebraska,Rock County,841,894,94
Nebraska,Saline County,5770,5752,95
Nebraska,Sarpy County,96193,90250,95
Nebraska,Saunders County,12735,12163,95
Nebraska,Scotts Bluff County,15469,16035,95
Nebraska,Seward County,9142,8873,95
Nebraska,Sheridan County,2672,2921,91
Nebraska,Sherman County,1698,1762,95
Nebraska,Sioux County,729,824,88
Nebraska,Stanton County,3165,3137,95
Nebraska,Thayer County,2980,3013,95
Nebraska,Thomas County,427,457,93
Nebraska,Thurston County,2325,2472,94
Nebraska,Valley County,2340,2470,95
Nebraska,Washington County,12413,12132,95
Nebraska,Wayne County,4200,4229,95
Nebraska,Webster County,1876,1945,95
Nebraska,Wheeler County,502,521,95
Nebraska,York County,7143,7147,95
Nevada,Churchill County,12890,12890,100
Nevada,Clark County,972510,972510,100
Nevada,Douglas County,34125,34125,100
Nevada,Elko County,21967,21967,100
Nevada,Esmeralda County,487,487,100
Nevada,Eureka County,1017,1017,100
Nevada,Humboldt County,7771,7771,100
Nevada,Lander County,2765,2765,100
Nevada,Lincoln County,2446,2446,100
Nevada,Lyon County,30238,30238,100
Nevada,Mineral County,2335,2335,100
Nevada,Nye County,25378,25378,100
Nevada,Pershing County,2320,2320,100
Nevada,Storey County,2877,2877,100
Nevada,Washoe County,252142,252142,100
Nevada,White Pine County,4369,4369,100
Nevada,Carson City,29739,29739,100
New Hampshire,Alton,3903,3903,100
New Hampshire,Barnstead,2922,2922,100
New Hampshire,Belmont,4052,4052,100
New Hampshire,Center Harbor,792,792,100
New Hampshire,Gilford,5313,5313,100
New Hampshire,Gilmanton,2500,2500,100
New Hampshire,Laconia,8955,8955,100
New Hampshire,Meredith,4407,4407,100
New Hampshire,New Hampton,1539,1539,100
New Hampshire,Sanbornton,2045,2045,100
New Hampshire,Tilton,2025,2025,100
New Hampshire,Albany,449,449,100
New Hampshire,Bartlett,2170,2170,100
New Hampshire,Brookfield,545,545,100
New Hampshire,Chatham,244,244,100
New Hampshire,Conway,5966,5966,100
New Hampshire,Eaton,309,309,100
New Hampshire,Effingham,926,927,95
New Hampshire,Freedom,1090,1090,100
New Hampshire,Harts Location,43,43,100
New Hampshire,Jackson,786,760,95
New Hampshire,Madison,1703,1703,100
New Hampshire,Moultonborough,3664,3664,100
New Hampshire,Ossipee,2519,2519,100
New Hampshire,Sandwich,1143,1143,100
New Hampshire,Tamworth,1768,1768,100
New Hampshire,Tuftonboro,1900,1900,100
New Hampshire,Wakefield,3270,3292,100
New Hampshire,Wolfeboro,4777,4777,100
New Hampshire,Alstead,1189,1100,95
New Hampshire,Chesterfield,2392,2392,100
New Hampshire,Dublin,1109,1109,100
New Hampshire,Fitzwilliam,1367,1367,100
New Hampshire,Gilsum,516,516,100
New Hampshire,Harrisville,760,760,100
New Hampshire,Hinsdale,1915,1915,100
New Hampshire,Jaffrey,3018,3018,100
New Hampshire,Keene,12929,12929,100
New Hampshire,Marlborough,1273,1273,100
New Hampshire,Marlow,496,496,100
New Hampshire,Nelson,451,451,100
New Hampshire,Richmond,719,719,100
New Hampshire,Rindge,3658,3782,95
New Hampshire,Roxbury,144,144,100
New Hampshire,Stoddard,849,919,100
New Hampshire,Sullivan,412,412,100
New Hampshire,Surry,563,563,100
New Hampshire,Swanzey,3830,3830,100
New Hampshire,Troy,1117,1117,100
New Hampshire,Walpole,2347,2347,100
New Hampshire,Westmoreland,1133,1133,100
New Hampshire,Winchester,2019,2019,100
New Hampshire,Berlin,4065,4065,100
New Hampshire,Carroll,538,538,100
New Hampshire,Clarksville,183,183,100
New Hampshire,Colebrook,1074,1074,100
New Hampshire,Columbia,351,364,100
New Hampshire,Dalton,528,536,100
New Hampshire,Dixville,5,5,100
New Hampshire,Dummer,184,184,100
New Hampshire,Errol,223,223,100
New Hampshire,Gorham,1686,1672,99
New Hampshire,Jefferson,662,662,100
New Hampshire,Lancaster,1735,1735,100
New Hampshire,Milan,794,795,100
New Hampshire,Millsfield,21,22,100
New Hampshire,Northumberland,1056,1056,100
New Hampshire,Pittsburg,545,545,100
New Hampshire,Randolph,277,277,100
New Hampshire,Shelburne,254,254,100
New Hampshire,Stark,295,295,100
New Hampshire,Stewartstown,413,413,100
New Hampshire,Stratford,300,300,100
New Hampshire,Wentworth's Location,18,20,100
New Hampshire,Whitefield,1321,1321,100
New Hampshire,Alexandria,1080,1080,100
New Hampshire,Ashland,1218,1218,100
New Hampshire,Bath,623,623,100
New Hampshire,Benton,235,235,100
New Hampshire,Bethlehem,1671,1671,100
New Hampshire,Bridgewater,857,861,100
New Hampshire,Bristol,1871,1871,100
New Hampshire,Campton,2129,2129,100
New Hampshire,Canaan,2086,2086,100
New Hampshire,Dorchester,233,233,100
New Hampshire,Easton,234,234,100
New Hampshire,Ellsworth,78,78,100
New Hampshire,Enfield,2765,2765,100
New Hampshire,Franconia,801,806,100
New Hampshire,Grafton,784,784,100
New Hampshire,Groton,380,358,95
New Hampshire,Hanover,7117,8521,84
New Hampshire,Haverhill,2144,2144,100
New Hampshire,Hebron,523,523,100
New Hampshire,Holderness,1481,1483,100
New Hampshire,Landaff,285,285,100
New Hampshire,Lebanon,7949,7949,100
New Hampshire,Lincoln,923,923,100
New Hampshire,Lisbon,797,797,100
New Hampshire,Littleton,3115,3115,100
New Hampshire,Lyman,385,385,100
New Hampshire,Lyme,1305,1305,100
New Hampshire,Monroe,544,544,100
New Hampshire,Orange,196,196,100
New Hampshire,Orford,823,823,100
New Hampshire,Piermont,440,441,100
New Hampshire,Plymouth,3415,3415,100
New Hampshire,Rumney,956,956,100
New Hampshire,Sugar Hill,485,485,100
New Hampshire,Thornton,1731,1731,100
New Hampshire,Warren,478,478,100
New Hampshire,Waterville,374,374,100
New Hampshire,Wentworth,620,620,100
New Hampshire,Woodstock,858,858,100
New Hampshire,Amherst,8137,8137,100
New Hampshire,Antrim,1584,1584,100
New Hampshire,Bedford,14739,14739,100
New Hampshire,Bennington,837,837,100
New Hampshire,Brookline,3628,3628,100
New Hampshire,Deering,1158,1158,100
New Hampshire,Francestown,1152,1152,100
New Hampshire,Goffstown,10196,10196,100
New Hampshire,Greenfield,1010,1010,100
New Hampshire,Greenville,1054,1054,100
New Hampshire,Hancock,1298,1298,100
New Hampshire,Hillsborough,3276,3276,100
New Hampshire,Hollis,5825,5825,100
New Hampshire,Hudson,14641,14641,100
New Hampshire,Litchfield,5410,5410,100
New Hampshire,Lyndeborough,1138,1138,100
New Hampshire,Manchester,52606,52606,100
New Hampshire,Mason,949,949,100
New Hampshire,Merrimack,16697,16697,100
New Hampshire,Milford,8961,9092,100
New Hampshire,Mont Vernon,1778,1778,100
New Hampshire,Nashua,45281,45281,100
New Hampshire,New Boston,3934,3934,100
New Hampshire,New Ipswich,3123,3123,100
New Hampshire,Pelham,8854,8854,100
New Hampshire,Peterborough,4400,4400,100
New Hampshire,Sharon,273,273,100
New Hampshire,Temple,961,961,100
New Hampshire,Weare,5538,5538,100
New Hampshire,Wilton,2473,2473,100
New Hampshire,Windsor,129,129,100
New Hampshire,Allenstown,2325,2325,100
New Hampshire,Andover,1595,1595,100
New Hampshire,Boscawen,2040,2040,100
New Hampshire,Bow,5512,5512,100
New Hampshire,Bradford,1073,1062,95
New Hampshire,Canterbury,1754,1754,100
New Hampshire,Chichester,1736,1753,100
New Hampshire,Concord,23875,23875,100
New Hampshire,Danbury,725,725,100
New Hampshire,Dunbarton,2030,2030,100
New Hampshire,Epsom,2927,2927,100
New Hampshire,Franklin,4178,4178,100
New Hampshire,Henniker,2711,2711,100
New Hampshire,Hill,635,635,100
New Hampshire,Hooksett,8585,8585,100
New Hampshire,Hopkinton,4163,4163,100
New Hampshire,Loudon,3725,3725,100
New Hampshire,Newbury,1667,1667,100
New Hampshire,New London,3194,3194,100
New Hampshire,Northfield,2619,2628,100
New Hampshire,Pembroke,4325,4325,100
New Hampshire,Pittsfield,2095,2095,100
New Hampshire,Salisbury,925,925,100
New Hampshire,Sutton,1348,1351,100
New Hampshire,Warner,1928,1931,100
New Hampshire,Webster,1241,1241,100
New Hampshire,Wilmot,956,958,100
New Hampshire,Atkinson,5104,5104,100
New Hampshire,Auburn,3930,3930,100
New Hampshire,Brentwood,2914,2914,100
New Hampshire,Candia,2789,2789,100
New Hampshire,Chester,3469,3469,100
New Hampshire,Danville,2816,2816,100
New Hampshire,Deerfield,3221,3221,100
New Hampshire,Derry,17894,17894,100
New Hampshire,East Kingston,1692,1692,100
New Hampshire,Epping,4437,4437,100
New Hampshire,Exeter,10336,10336,100
New Hampshire,Fremont,2839,2839,100
New Hampshire,Greenland,2919,2919,100
New Hampshire,Hampstead,5897,5897,100
New Hampshire,Hampton,11502,11502,100
New Hampshire,Hampton Falls,1720,1720,100
New Hampshire,Kensington,1557,1557,100
New Hampshire,Kingston,4102,4102,100
New Hampshire,Londonderry,15873,15873,100
New Hampshire,New Castle,904,918,100
New Hampshire,Newfields,1255,1255,100
New Hampshire,Newington,639,640,100
New Hampshire,Newmarket,6004,6004,100
New Hampshire,Newton,2994,2994,100
New Hampshire,North Hampton,3484,3484,100
New Hampshire,Northwood,2881,2881,100
New Hampshire,Nottingham,3496,3496,100
New Hampshire,Plaistow,4617,4617,100
New Hampshire,Portsmouth,14701,14701,100
New Hampshire,Raymond,6000,6000,100
New Hampshire,Rye,4465,4465,100
New Hampshire,Salem,17841,17841,100
New Hampshire,Sandown,3975,3975,100
New Hampshire,Seabrook,4639,4886,100
New Hampshire,South Hampton,652,652,100
New Hampshire,Stratham,5485,5485,100
New Hampshire,Windham,9900,9900,100
New Hampshire,Barrington,6004,6004,100
New Hampshire,Dover,19229,19229,100
New Hampshire,Durham,7810,7810,100
New Hampshire,Farmington,3433,3433,100
New Hampshire,Lee,2976,2976,100
New Hampshire,Madbury,1312,1312,100
New Hampshire,Middleton,1042,1042,100
New Hampshire,Milton,2539,2566,95
New Hampshire,New Durham,1868,1868,100
New Hampshire,Rochester,16907,16907,100
New Hampshire,Rollinsford,1736,1736,100
New Hampshire,Somersworth,6071,6071,100
New Hampshire,Strafford,2802,2802,100
New Hampshire,Acworth,569,569,100
New Hampshire,Charlestown,2481,2481,100
New Hampshire,Claremont,5813,5813,100
New Hampshire,Cornish,1109,1141,100
New Hampshire,Croydon,513,513,100
New Hampshire,Goshen,481,481,100
New Hampshire,Grantham,2447,2447,100
New Hampshire,Langdon,412,412,100
New Hampshire,Lempster,726,726,100
New Hampshire,Newport,3138,3138,100
New Hampshire,Plainfield,1685,1685,100
New Hampshire,Springfield,889,889,100
New Hampshire,Sunapee,2431,2431,100
New Hampshire,Unity,892,892,100
New Hampshire,Washington,797,797,100
New Jersey,Atlantic County,140441,134885,95
New Jersey,Bergen County,497460,482190,95
New Jersey,Burlington County,262650,251784,95
New Jersey,Camden County,265599,260581,95
New Jersey,Cape May County,57933,56030,95
New Jersey,Cumberland County,62575,63586,95
New Jersey,Essex County,345311,357574,95
New Jersey,Gloucester County,173453,160473,95
New Jersey,Hudson County,250458,252281,95
New Jersey,Hunterdon County,84673,81461,95
New Jersey,Mercer County,177223,180008,95
New Jersey,Middlesex County,375692,375017,95
New Jersey,Monmouth County,378390,361534,95
New Jersey,Morris County,300917,287978,95
New Jersey,Ocean County,342746,315516,95
New Jersey,Passaic County,224330,224022,95
New Jersey,Salem County,34042,33926,95
New Jersey,Somerset County,186889,180656,95
New Jersey,Sussex County,88148,85245,95
New Jersey,Union County,254041,147759,99
New Jersey,Warren County,61057,56621,95
New Mexico,Bernalillo County,317590,317590,100
New Mexico,Catron County,2326,2326,100
New Mexico,Chaves County,22443,22443,100
New Mexico,Cibola County,8903,8903,100
New Mexico,Colfax County,6016,6019,100
New Mexico,Curry County,15101,15101,100
New Mexico,De Baca County,901,903,100
New Mexico,Do�a Ana County,82641,82641,100
New Mexico,Eddy County,23222,23222,100
New Mexico,Grant County,14435,14435,100
New Mexico,Guadalupe County,2189,2189,100
New Mexico,Harding County,505,505,100
New Mexico,Hidalgo County,1974,1974,100
New Mexico,Lea County,20918,20918,100
New Mexico,Lincoln County,10306,10306,100
New Mexico,Los Alamos County,12293,12299,100
New Mexico,Luna County,8103,8103,100
New Mexico,McKinley County,26486,26486,100
New Mexico,Mora County,2686,2686,100
New Mexico,Otero County,23571,23571,100
New Mexico,Quay County,3873,3873,100
New Mexico,Rio Arriba County,16628,16628,100
New Mexico,Roosevelt County,6608,6608,100
New Mexico,Sandoval County,76562,76562,100
New Mexico,San Juan County,52294,52294,100
New Mexico,San Miguel County,11531,11531,100
New Mexico,Santa Fe County,82227,82227,100
New Mexico,Sierra County,5945,5945,100
New Mexico,Socorro County,7160,7160,100
New Mexico,Taos County,17181,17181,100
New Mexico,Torrance County,7281,7281,100
New Mexico,Union County,1789,1789,100
New Mexico,Valencia County,32277,32277,100
New York,Albany County,154101,154101,100
New York,Allegany County,20782,20782,100
New York,Bronx County,425715,425715,100
New York,Broome County,92794,92794,100
New York,Cattaraugus County,34845,34845,100
New York,Cayuga County,36421,36421,100
New York,Chautauqua County,59304,59304,100
New York,Chemung County,39410,39410,100
New York,Chenango County,22282,22282,100
New York,Clinton County,35437,35437,100
New York,Columbia County,35522,35522,100
New York,Cortland County,21678,21678,100
New York,Delaware County,23025,23025,100
New York,Dutchess County,151122,151122,100
New York,Erie County,473021,473021,100
New York,Essex County,19259,19259,100
New York,Franklin County,19268,19268,100
New York,Fulton County,23744,23744,100
New York,Genesee County,29217,29217,100
New York,Greene County,25194,25194,100
New York,Hamilton County,3460,3460,100
New York,Herkimer County,29319,29319,100
New York,Jefferson County,43848,43848,100
New York,Kings County,913246,913246,100
New York,Lewis County,12944,12944,100
New York,Livingston County,31401,31401,100
New York,Madison County,34038,34038,100
New York,Monroe County,380983,380983,100
New York,Montgomery County,21134,21134,100
New York,Nassau County,732756,732756,100
New York,New York County,694904,694904,100
New York,Niagara County,104080,104080,100
New York,Oneida County,100746,100746,100
New York,Onondaga County,234735,234735,100
New York,Ontario County,59674,59674,100
New York,Orange County,172099,172099,100
New York,Orleans County,18154,18154,100
New York,Oswego County,54491,54491,100
New York,Otsego County,28008,28008,100
New York,Putnam County,54989,54989,100
New York,Queens County,787860,787860,100
New York,Rensselaer County,79409,79409,100
New York,Richmond County,216153,216153,100
New York,Rockland County,150369,150369,100
New York,St. Lawrence County,44907,44907,100
New York,Saratoga County,132655,132655,100
New York,Schenectady County,74826,74826,100
New York,Schoharie County,15710,15710,100
New York,Schuyler County,9766,9766,100
New York,Seneca County,15630,15630,100
New York,Steuben County,46178,46178,100
New York,Suffolk County,771541,771541,100
New York,Sullivan County,34647,34647,100
New York,Tioga County,25044,25044,100
New York,Tompkins County,45735,45735,100
New York,Ulster County,97420,97420,100
New York,Warren County,36131,36131,100
New York,Washington County,28138,28138,100
New York,Wayne County,44714,44714,100
New York,Westchester County,462122,462122,100
New York,Wyoming County,19399,19399,100
New York,Yates County,10701,10701,100
North Carolina,Alamance County,86091,86091,100
North Carolina,Alexander County,20236,20236,100
North Carolina,Alleghany County,6076,6076,100
North Carolina,Anson County,11194,11205,100
North Carolina,Ashe County,15814,15814,100
North Carolina,Avery County,9458,9458,100
North Carolina,Beaufort County,26315,26315,100
North Carolina,Bertie County,9815,9815,100
North Carolina,Bladen County,17125,17125,100
North Carolina,Brunswick County,90175,90175,100
North Carolina,Buncombe County,161569,161569,100
North Carolina,Burke County,44602,44602,100
North Carolina,Cabarrus County,117227,117227,100
North Carolina,Caldwell County,42829,42829,100
North Carolina,Camden County,5953,5953,100
North Carolina,Carteret County,42695,42695,100
North Carolina,Caswell County,12051,12051,100
North Carolina,Catawba County,83425,83425,100
North Carolina,Chatham County,48599,48599,100
North Carolina,Cherokee County,16423,16423,100
North Carolina,Chowan County,7784,7784,100
North Carolina,Clay County,6893,6893,100
North Carolina,Cleveland County,51308,51308,100
North Carolina,Columbus County,26446,26446,100
North Carolina,Craven County,53065,53065,100
North Carolina,Cumberland County,147150,147150,100
North Carolina,Currituck County,16147,16147,100
North Carolina,Dare County,24232,24232,100
North Carolina,Davidson County,88514,88514,100
North Carolina,Davie County,25311,25311,100
North Carolina,Duplin County,22715,22715,100
North Carolina,Durham County,179914,179914,100
North Carolina,Edgecombe County,25477,25477,100
North Carolina,Forsyth County,201270,201262,100
North Carolina,Franklin County,37351,37357,100
North Carolina,Gaston County,115498,115498,100
North Carolina,Gates County,5971,5971,100
North Carolina,Graham County,4665,4665,100
North Carolina,Granville County,31598,31598,100
North Carolina,Greene County,8753,8753,100
North Carolina,Guilford County,284486,284486,100
North Carolina,Halifax County,25759,25759,100
North Carolina,Harnett County,58293,58293,100
North Carolina,Haywood County,36542,36542,100
North Carolina,Henderson County,68371,68371,100
North Carolina,Hertford County,10634,10634,100
North Carolina,Hoke County,21639,22016,100
North Carolina,Hyde County,2492,2492,100
North Carolina,Iredell County,102371,102371,100
North Carolina,Jackson County,21428,21428,100
North Carolina,Johnston County,111357,111362,100
North Carolina,Jones County,5525,5525,100
North Carolina,Lee County,29008,29008,100
North Carolina,Lenoir County,28409,28409,100
North Carolina,Lincoln County,50217,50217,100
North Carolina,McDowell County,23003,23003,100
North Carolina,Macon County,20743,20743,100
North Carolina,Madison County,13076,13076,100
North Carolina,Martin County,12540,12540,100
North Carolina,Mecklenburg County,567053,567053,100
North Carolina,Mitchell County,9041,9041,100
North Carolina,Montgomery County,12849,12849,100
North Carolina,Moore County,58339,58339,100
North Carolina,Nash County,52271,52271,100
North Carolina,New Hanover County,131830,131840,100
North Carolina,Northampton County,10109,10109,100
North Carolina,Onslow County,72235,72235,100
North Carolina,Orange County,84997,84997,100
North Carolina,Pamlico County,7631,7631,100
North Carolina,Pasquotank County,19897,19897,100
North Carolina,Pender County,34169,34169,100
North Carolina,Perquimans County,7484,7484,100
North Carolina,Person County,21894,21894,100
North Carolina,Pitt County,87573,87573,100
North Carolina,Polk County,12358,12358,100
North Carolina,Randolph County,73316,73316,100
North Carolina,Richmond County,20763,20763,100
North Carolina,Robeson County,47188,47188,100
North Carolina,Rockingham County,47809,47809,100
North Carolina,Rowan County,73408,73408,100
North Carolina,Rutherford County,34429,34429,100
North Carolina,Sampson County,28618,28618,100
North Carolina,Scotland County,14775,14775,100
North Carolina,Stanly County,33939,33939,100
North Carolina,Stokes County,25701,25702,100
North Carolina,Surry County,36638,36638,100
North Carolina,Swain County,7068,7068,100
North Carolina,Transylvania County,20404,20404,100
North Carolina,Tyrrell County,1817,1817,100
North Carolina,Union County,131011,131011,100
North Carolina,Vance County,20999,20999,100
North Carolina,Wake County,631830,631830,100
North Carolina,Warren County,10293,10293,100
North Carolina,Washington County,6205,6205,100
North Carolina,Watauga County,32220,32220,100
North Carolina,Wayne County,55537,55537,100
North Carolina,Wilkes County,35466,35464,100
North Carolina,Wilson County,40735,40735,100
North Carolina,Yadkin County,19923,19923,100
North Carolina,Yancey County,11352,11352,100
North Dakota,Adams County,1269,1269,100
North Dakota,Barnes County,5565,5565,100
North Dakota,Benson County,1961,1961,100
North Dakota,Billings County,635,635,100
North Dakota,Bottineau County,3471,3471,100
North Dakota,Bowman County,1657,1657,100
North Dakota,Burke County,1155,1155,100
North Dakota,Burleigh County,50753,50753,100
North Dakota,Cass County,86053,86053,100
North Dakota,Cavalier County,2020,2020,100
North Dakota,Dickey County,2424,2424,100
North Dakota,Divide County,1202,1202,100
North Dakota,Dunn County,2338,2338,100
North Dakota,Eddy County,1261,1261,100
North Dakota,Emmons County,2009,2009,100
North Dakota,Foster County,1778,1778,100
North Dakota,Golden Valley County,1026,1026,100
North Dakota,Grand Forks County,30970,30970,100
North Dakota,Grant County,1381,1381,100
North Dakota,Griggs County,1250,1250,100
North Dakota,Hettinger County,1312,1312,100
North Dakota,Kidder County,1460,1460,100
North Dakota,LaMoure County,2219,2219,100
North Dakota,Logan County,1076,1076,100
North Dakota,McHenry County,3003,3003,100
North Dakota,McIntosh County,1455,1455,100
North Dakota,McKenzie County,5419,5419,100
North Dakota,McLean County,5536,5536,100
North Dakota,Mercer County,4675,4812,95
North Dakota,Morton County,16619,16619,100
North Dakota,Mountrail County,4165,4165,100
North Dakota,Nelson County,1777,1777,100
North Dakota,Oliver County,1066,1066,100
North Dakota,Pembina County,3331,3331,100
North Dakota,Pierce County,2128,2128,100
North Dakota,Ramsey County,5372,5372,100
North Dakota,Ransom County,2454,2454,100
North Dakota,Renville County,1319,1319,100
North Dakota,Richland County,7812,7812,100
North Dakota,Rolette County,3804,3804,100
North Dakota,Sargent County,2070,2070,100
North Dakota,Sheridan County,812,812,100
North Dakota,Sioux County,1186,1186,100
North Dakota,Slope County,427,427,100
North Dakota,Stark County,15050,15050,100
North Dakota,Steele County,1088,1088,100
North Dakota,Stutsman County,9959,9959,100
North Dakota,Towner County,1174,1174,100
North Dakota,Traill County,4136,4136,100
North Dakota,Walsh County,4783,4783,100
North Dakota,Ward County,28246,28246,100
North Dakota,Wells County,2374,2374,100
North Dakota,Williams County,14334,14334,100
Ohio,Adams County,12145,12145,100
Ohio,Allen County,48006,48006,100
Ohio,Ashland County,26405,26405,100
Ohio,Ashtabula County,44147,44147,100
Ohio,Athens County,26059,26059,100
Ohio,Auglaize County,25777,25777,100
Ohio,Belmont County,33088,33088,100
Ohio,Brown County,21096,21096,100
Ohio,Butler County,186737,186737,100
Ohio,Carroll County,14212,14212,100
Ohio,Champaign County,19972,19972,100
Ohio,Clark County,64212,64212,100
Ohio,Clermont County,110480,110480,100
Ohio,Clinton County,20527,20527,100
Ohio,Columbiana County,49860,49860,100
Ohio,Coshocton County,16739,16739,100
Ohio,Crawford County,20686,20686,100
Ohio,Cuyahoga County,625670,625670,100
Ohio,Darke County,27134,27134,100
Ohio,Defiance County,19381,19381,100
Ohio,Delaware County,126070,126070,100
Ohio,Erie County,40335,40335,100
Ohio,Fairfield County,83311,83311,100
Ohio,Fayette County,12612,12612,100
Ohio,Franklin County,630577,630577,100
Ohio,Fulton County,22770,22770,100
Ohio,Gallia County,13799,13799,100
Ohio,Geauga County,56021,56021,100
Ohio,Greene County,88643,88643,100
Ohio,Guernsey County,18230,18230,100
Ohio,Hamilton County,430929,430929,100
Ohio,Hancock County,38771,38771,100
Ohio,Hardin County,13247,13247,100
Ohio,Harrison County,7655,7655,100
Ohio,Henry County,14764,14764,100
Ohio,Highland County,19676,19676,100
Ohio,Hocking County,13824,13824,100
Ohio,Holmes County,12947,12947,100
Ohio,Huron County,27190,27190,100
Ohio,Jackson County,14794,14794,100
Ohio,Jefferson County,33362,33362,100
Ohio,Knox County,31398,31398,100
Ohio,Lake County,130509,130509,100
Ohio,Lawrence County,28127,28127,100
Ohio,Licking County,94210,94210,100
Ohio,Logan County,23368,23368,100
Ohio,Lorain County,157437,157437,100
Ohio,Lucas County,200623,200623,100
Ohio,Madison County,19855,19855,100
Ohio,Mahoning County,118966,118966,100
Ohio,Marion County,27818,27818,100
Ohio,Medina County,105825,105825,100
Ohio,Meigs County,10951,10951,100
Ohio,Mercer County,23761,23761,100
Ohio,Miami County,57972,57972,100
Ohio,Monroe County,7148,7148,100
Ohio,Montgomery County,268505,268505,100
Ohio,Morgan County,6847,6847,100
Ohio,Morrow County,18457,18457,100
Ohio,Muskingum County,40465,40465,100
Ohio,Noble County,6343,6343,100
Ohio,Ottawa County,24007,24007,100
Ohio,Paulding County,9467,9467,100
Ohio,Perry County,16675,16675,100
Ohio,Pickaway County,28271,28271,100
Ohio,Pike County,12412,12412,100
Ohio,Portage County,82872,82872,100
Ohio,Preble County,21809,21809,100
Ohio,Putnam County,19921,19921,100
Ohio,Richland County,59975,59975,100
Ohio,Ross County,33299,33299,100
Ohio,Sandusky County,30074,30074,100
Ohio,Scioto County,32047,32047,100
Ohio,Seneca County,25810,25810,100
Ohio,Shelby County,25258,25258,100
Ohio,Stark County,189879,189879,100
Ohio,Summit County,280473,280473,100
Ohio,Trumbull County,101001,101001,100
Ohio,Tuscarawas County,44015,44015,100
Ohio,Union County,33445,33445,100
Ohio,Van Wert County,14965,14965,100
Ohio,Vinton County,6030,6030,100
Ohio,Warren County,136100,136100,100
Ohio,Washington County,32031,32031,100
Ohio,Wayne County,54283,54283,100
Ohio,Williams County,18651,18651,100
Ohio,Wood County,67597,67597,100
Ohio,Wyandot County,11390,11390,100
Oklahoma,Adair County,7108,7108,100
Oklahoma,Alfalfa County,2262,2262,100
Oklahoma,Atoka County,5389,5389,100
Oklahoma,Beaver County,2178,2178,100
Oklahoma,Beckham County,7948,7948,100
Oklahoma,Blaine County,3901,3901,100
Oklahoma,Bryan County,15976,15976,100
Oklahoma,Caddo County,9859,9859,100
Oklahoma,Canadian County,61940,61940,100
Oklahoma,Carter County,19479,19479,100
Oklahoma,Cherokee County,17714,17714,100
Oklahoma,Choctaw County,5832,5832,100
Oklahoma,Cimarron County,1054,1054,100
Oklahoma,Cleveland County,119778,119778,100
Oklahoma,Coal County,2524,2524,100
Oklahoma,Comanche County,35631,35631,100
Oklahoma,Cotton County,2572,2572,100
Oklahoma,Craig County,6032,6032,100
Oklahoma,Creek County,30505,30505,100
Oklahoma,Custer County,10691,10691,100
Oklahoma,Delaware County,17245,17245,100
Oklahoma,Dewey County,2359,2359,100
Oklahoma,Ellis County,1873,1873,100
Oklahoma,Garfield County,22430,22430,100
Oklahoma,Garvin County,10922,10922,100
Oklahoma,Grady County,23101,23101,100
Oklahoma,Grant County,2226,2226,100
Oklahoma,Greer County,1973,1973,100
Oklahoma,Harmon County,933,933,100
Oklahoma,Harper County,1487,1487,100
Oklahoma,Haskell County,5014,5014,100
Oklahoma,Hughes County,4857,4857,100
Oklahoma,Jackson County,8221,8221,100
Oklahoma,Jefferson County,2385,2385,100
Oklahoma,Johnston County,4251,4251,100
Oklahoma,Kay County,17249,17249,100
Oklahoma,Kingfisher County,6465,6465,100
Oklahoma,Kiowa County,3427,3427,100
Oklahoma,Latimer County,4249,4249,100
Oklahoma,Le Flore County,18805,18805,100
Oklahoma,Lincoln County,14888,14888,100
Oklahoma,Logan County,21574,21574,100
Oklahoma,Love County,4076,4076,100
Oklahoma,McClain County,19236,19236,100
Oklahoma,McCurtain County,11467,11467,100
Oklahoma,McIntosh County,8335,8335,100
Oklahoma,Major County,3467,3467,100
Oklahoma,Marshall County,6064,6064,100
Oklahoma,Mayes County,16626,16626,100
Oklahoma,Murray County,5894,5894,100
Oklahoma,Muskogee County,25081,25081,100
Oklahoma,Noble County,4938,4938,100
Oklahoma,Nowata County,4391,4391,100
Oklahoma,Okfuskee County,4038,4038,100
Oklahoma,Oklahoma County,294740,294740,100
Oklahoma,Okmulgee County,14313,14313,100
Oklahoma,Osage County,20538,20538,100
Oklahoma,Ottawa County,11438,11438,100
Oklahoma,Pawnee County,6786,6786,100
Oklahoma,Payne County,29643,29643,100
Oklahoma,Pittsburg County,17924,17924,100
Oklahoma,Pontotoc County,15320,15320,100
Oklahoma,Pottawatomie County,28185,28185,100
Oklahoma,Pushmataha County,4739,4739,100
Oklahoma,Roger Mills County,1834,1834,100
Oklahoma,Rogers County,44553,44553,100
